locus	product	gene 	main role	subrole	regulation	developmental phenotype	core sporulation gene	reference
MXAN1992	"ATP-dependent DNA helicase, UvrD/REP family"		DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN2005	"non-canonical purine NTP pyrophosphatase, rdgB/HAM1 family"		DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN2033	"uracil-DNA glycosylase, family 4"		DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN2388	"UvrABC system, A protein"	uvrA	DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN2483	"type II DNA topoisomerase, B subunit"		DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN2485	"type II DNA topoisomerase, A subunit"		DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN2546	putative DNA polymerase IV		DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN2609	"excinuclease ABC, A subunit"	uvrA	DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN2611	methylated-DNA--protein-cysteine methyltransferase	ogt	DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN2617	"ATP-dependent DNA helicase, UvrD/REP family"		DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN2632	excinuclease ABC subunit B	uvrB	DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN2633	"excinuclease ABC, C subunit"	uvrC	DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN2801	"DNA polymerase III, delta subunit"	holA	DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN3002	putative DNA protecting protein DprA/DNA topoisomerase I		DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN3010	"site-specific recombinase, phage integrase family"		DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN3086	DNA repair protein RecO	recO	DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN3109	DNA polymerase I	polA	DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN3452	"UvrABC system, A protein"	uvrA	DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN3472	"ATP-dependent DNA helicase, UvrD/REP family"		DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN3501	"integration host factor, beta subunit"	ihfB	DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN3589	"putative uracil-DNA glycosylase, family 4"		DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN3599	very short patch repair protein	vsr	DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN3844	tyrosine recombinase XerD	xerD	DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN3897	DNA mismatch repair protein MutS	mutS	DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN3916	mutator mutT protein	mutT	DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN3970	exodeoxyribonuclease III	xth	DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN3982	"DNA polymerase III, alpha subunit"	dnaE	DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN3991	putative recA protein		DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN4688	single-stranded-DNA-specific exonuclease RecJ	recJ	DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN4839	"ATP-dependent DNA helicase, RecQ family"		DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN4852	"site-specific recombinase, phage integrase family"		DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN4969	Holliday junction DNA helicase B	ruvB	DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN4972	Holliday junction DNA helicase RuvA	ruvA	DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN4973	crossover junction endodeoxyribonuclease RuvC	ruvC	DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN4980	formamidopyrimidine-DNA glycosylase H2TH domain protein		DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN5084	replicative DNA helicase	dnaB	DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN5178	exodeoxyribonuclease III	xth	DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN5205	methylated-DNA-[protein]-cysteine S-methyltransferase family protein		DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN5350	DNA repair protein RecN	recN	DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN5642	"integration host factor, beta subunit"	ihfB	DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN5932	formamidopyrimidine-DNA glycosylase	mutM	DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN5937	alkylated DNA repair protein AlkB	alkB	DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN5972	putative DNA helicase		DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN6074	"DNA ligase, ATP-dependent"		DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN6425	"base excision DNA repair protein, HhH-GPD family"		DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN6462	DNA-3-methyladenine glycosylase		DNA metabolism	"DNA replication, recombination, and repair"	not reg			
MXAN0958	"nuclease SbcCD, D subunit"	sbcD	DNA metabolism	"DNA replication, recombination, and repair"	NR			
MXAN2800	"DNA polymerase III, delta' subunit"	holB	DNA metabolism	"DNA replication, recombination, and repair"	NR			
MXAN3148	endonuclease III	nth	DNA metabolism	"DNA replication, recombination, and repair"	NR			
MXAN3406	ATP-dependent DNA helicase RecG	recG	DNA metabolism	"DNA replication, recombination, and repair"	NR			
MXAN4190	MutS2 family protein		DNA metabolism	"DNA replication, recombination, and repair"	NR			
MXAN4393	"uracil-DNA glycosylase, family 4"		DNA metabolism	"DNA replication, recombination, and repair"	NR			
MXAN5203	DNA primase	dnaG	DNA metabolism	"DNA replication, recombination, and repair"	NR			
MXAN1503	endonuclease V	nfi	DNA metabolism	"DNA replication, recombination, and repair"	up1			
MXAN4136	deoxyribodipyrimidine photolyase	phrB	DNA metabolism	"DNA replication, recombination, and repair"	up1			
MXAN5844	"DNA polymerase III, alpha subunit"	dnaE	DNA metabolism	"DNA replication, recombination, and repair"	up1			
MXAN0766	"DNA gyrase, A subunit"	gyrA	DNA metabolism	"DNA replication, recombination, and repair"	up2			
MXAN1556	putative DNA-3-methyladenine glycosylase		DNA metabolism	"DNA replication, recombination, and repair"	up2			
MXAN2371	G/U mismatch-specific DNA glycosylase	mug	DNA metabolism	"DNA replication, recombination, and repair"	up2			
MXAN4026	DNA mismatch repair protein MutL	mutL	DNA metabolism	"DNA replication, recombination, and repair"	up2			
MXAN5138	putative adenine-specific DNA methyltransferase		DNA metabolism	Restriction/modification	down			
MXAN1208	modification methylase		DNA metabolism	Restriction/modification	not reg			
MXAN1808	putative restriction/modification enzyme		DNA metabolism	Restriction/modification	not reg			
MXAN2401	modification methylase		DNA metabolism	Restriction/modification	NR			
MXAN3598	DNA-cytosine methyltransferase		DNA metabolism	Restriction/modification	NR			
MXAN1864	N6 adenine-specific DNA methyltransferase		DNA metabolism	Restriction/modification	up1			
MXAN5729	putative type II restriction endonuclease		DNA metabolism	Restriction/modification	up2			
MXAN1010	N-formimino-L-glutamate deiminase	hutF asgE	Energy metabolism	Amino acids and amines	not reg	dev		"(Garza, Harris et al. 2000)"
MXAN3041	glycine cleavage system H protein	gcvH	Energy metabolism	Amino acids and amines	down			
MXAN3465	histidine ammonia-lyase	hutH	Energy metabolism	Amino acids and amines	down			
MXAN4327	Glu/Leu/Phe/Val dehydrogenase family protein		Energy metabolism	Amino acids and amines	down			
MXAN4388	"D-lysine 5,6-aminomutase, alpha subunit"	kamD	Energy metabolism	Amino acids and amines	down			
MXAN5127	phenylalanine 4-monooxygenase		Energy metabolism	Amino acids and amines	down			
MXAN5873	glutamate dehydrogenase	gdhA	Energy metabolism	Amino acids and amines	down			
MXAN6516	S-adenosyl-L-homocysteine hydrolase	ahcY	Energy metabolism	Amino acids and amines	down			
MXAN0121	methylmalonate-semialdehyde dehydrogenase	mmsA	Energy metabolism	Amino acids and amines	not reg			
MXAN0916	putative kynurenine 3-monooxygenase		Energy metabolism	Amino acids and amines	not reg			
MXAN0917	kynureninase	kynU	Energy metabolism	Amino acids and amines	not reg			
MXAN1074	Glu/Leu/Phe/Val dehydrogenase family protein		Energy metabolism	Amino acids and amines	not reg			
MXAN1160	asparaginase family protein		Energy metabolism	Amino acids and amines	not reg			
MXAN1432	L-allo-threonine aldolase		Energy metabolism	Amino acids and amines	not reg			
MXAN2252	putative arginine kinase		Energy metabolism	Amino acids and amines	not reg			
MXAN2786	4-hydroxyphenylpyruvate dioxygenase	hppD	Energy metabolism	Amino acids and amines	not reg			
MXAN2787	"homogentisate 1,2-dioxygenase"	hmgA	Energy metabolism	Amino acids and amines	not reg			
MXAN2987	branched-chain amino acid aminotransferase	ilvE	Energy metabolism	Amino acids and amines	not reg			
MXAN3040	glycine cleavage system T protein	gcvT	Energy metabolism	Amino acids and amines	not reg			
MXAN3042	glycine dehydrogenase	gcvP	Energy metabolism	Amino acids and amines	not reg			
MXAN3143	putative xanthine dehydrogenase		Energy metabolism	Amino acids and amines	not reg			
MXAN3144	putative xanthine dehydrogenase accessory factor		Energy metabolism	Amino acids and amines	not reg			
MXAN3963	"sarcosine oxidase, beta subunit family protein"		Energy metabolism	Amino acids and amines	not reg			
MXAN4146	alanine dehydrogenase	ald	Energy metabolism	Amino acids and amines	not reg			
MXAN4343	urocanate hydratase	hutU	Energy metabolism	Amino acids and amines	not reg			
MXAN4345	imidazolonepropionase	hutI	Energy metabolism	Amino acids and amines	not reg			
MXAN4385	beta-alanyl-CoA:ammonia lyase		Energy metabolism	Amino acids and amines	not reg			
MXAN4386	"D-lysine 5,6-aminomutase, beta subunit"	kamE	Energy metabolism	Amino acids and amines	not reg			
MXAN4564	"2-oxoisovalerate dehydrogenase complex, E1 component, alpha subunit"	esgA	Energy metabolism	Amino acids and amines	not reg			
MXAN4565	"2-oxoisovalerate dehydrogenase complex, E1 component, beta subunit"	esgB	Energy metabolism	Amino acids and amines	not reg			
MXAN4698	"L-lysine 2,3-aminomutase"	kamA	Energy metabolism	Amino acids and amines	not reg			
MXAN4699	"putative L-lysine 2,3-aminomutase"		Energy metabolism	Amino acids and amines	not reg			
MXAN5198	"L-asparaginase, type I"	ansA	Energy metabolism	Amino acids and amines	not reg			
MXAN5253	putative acetylpolyamine aminohydrolase		Energy metabolism	Amino acids and amines	not reg			
MXAN5874	threonine dehydratase	ilvA	Energy metabolism	Amino acids and amines	not reg			
MXAN5891	1-pyrroline-5-carboxylate dehydrogenase	pruA	Energy metabolism	Amino acids and amines	not reg			
MXAN6199	putative proline racemase		Energy metabolism	Amino acids and amines	not reg			
MXAN6341	glycine cleavage system T protein	gcvT	Energy metabolism	Amino acids and amines	not reg			
MXAN6348	maleylacetoacetate isomerase	maiA	Energy metabolism	Amino acids and amines	not reg			
MXAN6411	putative protein-arginine deiminase		Energy metabolism	Amino acids and amines	not reg			
MXAN6454	putative arginine N-succinyltransferase		Energy metabolism	Amino acids and amines	not reg			
MXAN6783	"decarboxylase, group II"		Energy metabolism	Amino acids and amines	not reg			
MXAN7400	"putative tryptophan 2,3-dioxygenase"		Energy metabolism	Amino acids and amines	not reg			
MXAN7463	putative ornithine cyclodeaminase		Energy metabolism	Amino acids and amines	not reg			
MXAN6349	putative fumarylacetoacetate hydrolase		Energy metabolism	Amino acids and amines	NR			
MXAN0927	"cysteine dioxygenase, type I"		Energy metabolism	Amino acids and amines	up2			
MXAN1056	succinylarginine dihydrolase	astB	Energy metabolism	Amino acids and amines	up2			
MXAN3153	"ethanolamine ammonia-lyase, large subunit/small subunit"		Energy metabolism	Amino acids and amines	up2			
MXAN7377	ornithine aminotransferase	rocD	Energy metabolism	Amino acids and amines	up2			
MXAN7405	proline dehydrogenase		Energy metabolism	Amino acids and amines	up2			
MXAN0402	"ATP synthase F0, A subunit"	atpB	Energy metabolism	ATP-proton motive force interconversion	down			
MXAN0403	"ATP synthase F0, C subunit"	atpE	Energy metabolism	ATP-proton motive force interconversion	down			
MXAN0404	"ATP synthase F0, B subunit"	atpF	Energy metabolism	ATP-proton motive force interconversion	down			
MXAN6921	"ATP synthase F1, epsilon subunit"	atpC	Energy metabolism	ATP-proton motive force interconversion	down			
MXAN6923	F0F1 ATP synthase subunit beta	atpD	Energy metabolism	ATP-proton motive force interconversion	down			
MXAN7026	"ATP synthase F1, delta subunit"	atpH	Energy metabolism	ATP-proton motive force interconversion	down			
MXAN2442	"ATPase, FliI/YscN family"		Energy metabolism	ATP-proton motive force interconversion	not reg			
MXAN6925	"ATP synthase F1, gamma subunit"	atpG	Energy metabolism	ATP-proton motive force interconversion	not reg			
MXAN7028	"ATP synthase F1, alpha subunit"	atpA	Energy metabolism	ATP-proton motive force interconversion	not reg			
MXAN2927	"glycosyl hydrolase, family 18"		Energy metabolism	biosynth and deg of polysaccharides	down			
MXAN6008	"chitinase, class II"		Energy metabolism	biosynth and deg of polysaccharides	down			
MXAN6550	"glycosyl hydrolase, family 15"		Energy metabolism	biosynth and deg of polysaccharides	down			
MXAN1296	glycogen synthase	glgA	Energy metabolism	biosynth and deg of polysaccharides	not reg			
MXAN1630	putative chitinase		Energy metabolism	biosynth and deg of polysaccharides	not reg			
MXAN2288	"glycosyl hydrolase, family 18"		Energy metabolism	biosynth and deg of polysaccharides	not reg			
MXAN2383	glucosyltransferase MdoH	mdoH	Energy metabolism	biosynth and deg of polysaccharides	not reg			
MXAN3694	"glycosyl hydrolase, family 13"		Energy metabolism	biosynth and deg of polysaccharides	not reg			
